1,1,729.02,265.22,74.45000000000005,44.66999999999996,1,1,1.0
1,2,119.82,331.55,129.96,66.32999999999998,1,1,1.0
1,3,207.1,249.24,96.70000000000002,43.31999999999999,1,1,1.0
2,1,716.84,266.56,75.11000000000001,45.02999999999997,1,1,1.0
2,2,95.12,334.59,135.04,66.34000000000003,1,1,1.0
2,3,207.1,249.28,96.70000000000002,43.29999999999998,1,1,1.0
3,1,704.66,267.91,75.78000000000009,45.379999999999995,1,1,1.0
3,2,70.41,337.63,140.13,66.35000000000002,1,1,1.0
3,3,207.1,249.31,96.70000000000002,43.29000000000002,1,1,1.0
4,1,692.48,269.25,76.43999999999994,45.75,1,1,1.0
4,2,45.71,340.66,145.20999999999998,66.35999999999996,1,1,1.0
4,3,207.1,249.34,96.70000000000002,43.28,1,1,1.0
5,1,680.3,270.6,77.10000000000002,46.099999999999966,1,1,1.0
5,2,21.0,343.7,150.3,66.37,1,1,1.0
5,3,207.1,249.37,96.70000000000002,43.26999999999998,1,1,1.0
6,1,666.31,272.86,77.10000000000002,46.099999999999966,1,1,1.0
6,2,14.23,348.2,134.97,68.18,1,1,1.0
6,3,207.1,249.41,96.70000000000002,43.25000000000003,1,1,1.0
7,1,652.32,275.11,77.09999999999991,46.099999999999966,1,1,1.0
7,2,7.46,352.7,119.64,69.99000000000001,1,1,1.0
7,3,207.1,249.44,96.70000000000002,43.24000000000001,1,1,1.0
8,1,638.33,277.37,77.09999999999991,46.10000000000002,1,1,1.0
8,2,0.69,357.2,104.31,71.80000000000001,1,1,1.0
8,3,207.1,249.47,96.70000000000002,43.22,1,1,1.0
9,1,621.42,278.72,81.85000000000002,46.099999999999966,1,1,1.0
9,2,0.69,360.6,77.91,66.34999999999997,1,1,1.0
9,3,207.1,249.5,96.70000000000002,43.20999999999998,1,1,1.0
10,1,604.5,280.08,86.61000000000001,46.10000000000002,1,1,1.0
10,2,0.69,364.0,51.510000000000005,60.89999999999998,1,1,1.0
10,3,207.1,249.54,96.70000000000002,43.190000000000026,1,1,1.0
11,1,588.93,282.79,88.62,46.75,1,1,1.0
11,2,0.69,364.0,51.510000000000005,60.89999999999998,1,1,1.0
11,3,207.1,249.57,96.70000000000002,43.18000000000001,1,1,1.0
12,1,573.36,285.5,90.63999999999999,47.39999999999998,1,1,1.0
12,3,207.1,249.6,96.70000000000002,43.16999999999999,1,1,1.0
