1,1,308.1,0.0,400.87,118.23,1,1,1.0
1,2,0.0,9.86,18.23,36.6,1,1,1.0
1,3,48.84,60.7,127.46000000000001,62.17,1,1,1.0
1,4,95.2,0.0,222.48000000000002,62.6,1,1,1.0
2,1,309.5,0.0,399.47,118.23,1,1,1.0
2,2,0.0,15.9,9.6,28.5,1,1,1.0
2,3,33.06,57.83,122.66999999999999,59.650000000000006,1,1,1.0
2,4,95.2,0.0,222.5,62.52,1,1,1.0
3,1,310.9,0.0,398.07000000000005,118.23,1,1,1.0
3,2,0.0,15.9,9.6,28.5,1,1,1.0
3,3,17.28,54.97,117.88999999999999,57.120000000000005,1,1,1.0
3,4,95.2,0.0,222.53000000000003,62.44,1,1,1.0
4,1,310.73,0.0,398.15999999999997,118.23,1,1,1.0
4,3,1.5,52.1,113.1,54.589999999999996,1,1,1.0
4,4,95.2,0.0,222.55,62.35,1,1,1.0
5,1,310.55,0.0,398.24999999999994,118.23,1,1,1.0
5,3,0.75,49.32,94.65,54.080000000000005,1,1,1.0
5,4,95.2,0.0,222.57999999999998,62.27,1,1,1.0
6,1,310.38,0.0,398.34000000000003,118.23,1,1,1.0
6,3,0.0,46.54,76.2,53.559999999999995,1,1,1.0
6,4,95.2,0.0,222.60000000000002,62.19,1,1,1.0
7,1,310.2,0.0,398.43,118.23,1,1,1.0
7,3,0.0,43.77,59.5,51.279999999999994,1,1,1.0
7,4,95.2,0.0,222.63,62.11,1,1,1.0
8,1,310.03,0.0,398.51,118.23,1,1,1.0
8,3,0.0,41.0,42.8,49.0,1,1,1.0
8,4,95.2,0.0,222.65000000000003,62.03,1,1,1.0
9,1,309.85,0.0,398.61,118.23,1,1,1.0
9,3,0.0,42.5,27.1,44.0,1,1,1.0
9,4,95.2,0.0,222.68,61.94,1,1,1.0
10,1,309.68,0.0,398.69,118.23,1,1,1.0
10,3,0.0,47.6,14.5,33.800000000000004,1,1,1.0
10,4,95.2,0.0,222.7,61.86,1,1,1.0
10,5,916.62,187.17,43.379999999999995,79.05000000000004,1,1,1.0
11,1,309.5,0.0,398.78999999999996,118.23,1,1,1.0
11,4,95.2,0.0,222.73000000000002,61.78,1,1,1.0
11,5,870.68,175.78,89.32000000000005,90.44000000000003,1,1,1.0
12,1,309.33,0.0,398.87000000000006,118.23,1,1,1.0
12,4,95.2,0.0,222.75,61.7,1,1,1.0
12,5,824.74,164.39,135.26,101.83000000000004,1,1,1.0
13,1,309.15,0.0,398.96000000000004,118.23,1,1,1.0
13,4,95.2,0.0,222.78000000000003,61.62,1,1,1.0
13,5,778.8,153.0,181.20000000000005,113.22000000000003,1,1,1.0
14,1,308.98,0.0,399.04999999999995,118.23,1,1,1.0
14,4,95.2,0.0,222.8,61.53,1,1,1.0
14,5,736.77,146.6,215.39999999999998,113.91999999999999,1,1,1.0
15,1,308.8,0.0,399.14000000000004,118.23,1,1,1.0
15,4,95.2,0.0,222.82999999999998,61.45,1,1,1.0
15,5,694.73,140.2,249.60000000000002,114.61000000000001,1,1,1.0
16,6,0.0,166.9,53.32,83.0,1,1,1.0
16,1,308.63,0.0,399.23,118.23,1,1,1.0
16,4,95.2,0.0,222.85000000000002,61.37,1,1,1.0
16,5,652.7,133.8,283.79999999999995,115.29999999999998,1,1,1.0
17,6,0.0,168.63,74.58,96.10000000000002,1,1,1.0
17,1,308.45,0.0,399.32,118.23,1,1,1.0
17,4,95.2,0.0,222.88,61.29,1,1,1.0
17,5,617.18,127.4,271.7700000000001,112.35,1,1,1.0
18,6,0.0,170.37,95.84,109.19999999999999,1,1,1.0
18,1,308.28,0.0,399.4100000000001,118.23,1,1,1.0
18,4,95.2,0.0,222.90000000000003,61.21,1,1,1.0
18,5,581.66,121.0,259.74,109.4,1,1,1.0
19,6,0.0,172.1,117.1,122.29999999999998,1,1,1.0
19,1,308.1,0.0,399.5,118.23,1,1,1.0
19,4,95.2,0.0,222.93,61.12,1,1,1.0
19,5,546.13,114.6,247.72000000000003,106.46000000000001,1,1,1.0
20,6,0.59,179.37,142.14,127.86000000000001,1,1,1.0
20,1,308.1,0.0,399.5,117.83,1,1,1.0
20,4,95.2,0.0,222.95,61.04,1,1,1.0
20,5,510.61,108.2,235.68999999999994,103.51,1,1,1.0
21,6,1.17,186.63,167.20000000000002,133.44,1,1,1.0
21,1,308.1,0.0,399.5,117.43,1,1,1.0
21,4,95.2,0.0,222.98000000000002,60.96,1,1,1.0
21,5,482.83,103.4,227.15000000000003,100.31,1,1,1.0
22,6,1.75,193.9,192.25,138.99999999999997,1,1,1.0
22,1,308.1,0.0,399.5,117.03,1,1,1.0
22,4,95.2,0.0,223.0,60.88,1,1,1.0
22,5,455.06,98.6,218.58999999999997,97.1,1,1,1.0
23,6,20.97,204.1,207.96,147.17,1,1,1.0
23,1,308.1,0.0,399.5,116.62,1,1,1.0
23,4,95.2,0.0,223.03000000000003,60.79,1,1,1.0
23,5,427.28,93.8,210.05000000000007,93.89999999999999,1,1,1.0
24,6,40.18,214.3,223.69,155.32999999999998,1,1,1.0
24,1,308.1,0.0,399.5,116.22,1,1,1.0
24,4,95.2,0.0,223.05,60.71,1,1,1.0
24,5,399.5,89.0,201.5,90.69999999999999,1,1,1.0
25,6,59.4,224.5,239.4,163.5,1,1,1.0
25,1,308.1,0.0,399.5,115.82,1,1,1.0
25,4,95.2,0.0,223.07999999999998,60.63,1,1,1.0
25,5,376.0,85.0,195.62,88.28999999999999,1,1,1.0
26,6,85.6,236.08,262.4,175.72,1,1,1.0
26,1,308.1,0.0,399.5,115.42,1,1,1.0
26,4,95.2,0.0,223.10000000000002,60.55,1,1,1.0
26,5,352.5,81.0,189.75,85.88,1,1,1.0
27,6,116.49,247.66,279.51,183.84,1,1,1.0
27,1,308.1,0.0,399.5,115.02,1,1,1.0
27,4,95.2,0.0,223.13,60.47,1,1,1.0
27,5,329.0,77.0,183.88,83.47,1,1,1.0
